nodo_id,tipo,etiqueta,grado,fuerza,intermediacion,cercania,articulacion,aumento_componentes,canales
autor:UCY7Hq7F9Lnucf-Yr6JkHZNw,autor,@maynorcalel1442,1,1,0.0,0.020440868655154373,False,0,1.0
autor:UCYN4wSQ1Sx4_LurxLlW7MPg,autor,@belarminavillatoro6474,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCYwpX26TrCxq8TvbKGRYLXA,autor,@beneficioelcaminovillacana8540,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCZ51R_9Q9C0c8I3pAWhtmjQ,autor,@belvettzapeta1251,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCZFQwqh90apuL8eFhvRBkUg,autor,@luisricardo9671,1,1,0.0,0.07438186813186813,False,0,1.0
autor:UCZIQnb1fkwe39Iw2TAu-bGA,autor,@jorgegomez2237,1,1,0.0,0.06858180676015238,False,0,1.0
autor:UCZLG9qH0tUjNhEGFIUt0CYw,autor,@SoniaMarroquin-y6e,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCZOmq6MwFDVoCaEl99BRRaw,autor,@daniloarevalo3170,1,1,0.0,0.09418832795279973,False,0,1.0
autor:UCZeIIQrGAedW8tCbKWmGY-A,autor,@mariocordon8873,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCZjm6U576nX8WOiLhmMR3bw,autor,@MariaNavarroYT,1,1,0.0,0.014835164835164835,False,0,1.0
autor:UC_3xuTXvMIWU5MYP9HkJ3vQ,autor,@Historia-wm4os,1,1,0.0,0.05739341676841677,False,0,1.0
autor:UC_6KbBY1bsYXz9fwFS0eQRg,autor,@imrcp5694,1,1,0.0,0.09418832795279973,False,0,1.0
autor:UC_LYoGs5C3mbZKZuKuqYCvw,autor,@javiercifuentesarchila6041,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UC_NRVt2UP88ZNTwzrZ66JSg,autor,@aditalissethevasquezrojas8039,1,1,0.0,0.0016025641025641025,False,0,1.0
autor:UC_ljZ1hZXR9pzexFz87P5ZA,autor,@ChRiStOpHeR7969,1,1,0.0,0.020440868655154373,False,0,1.0
autor:UCa36MjQLoPAmgJo-R3G8WQA,autor,@elsasalguero6914,1,1,0.0,0.07438186813186813,False,0,1.0
autor:UCaKAjTW9MVub_clgr4DRYjQ,autor,@josecastillo4390,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCaT4saRcyqCLE657Rq2hhZQ,autor,@elmilenial4064,1,1,0.0,0.07438186813186813,False,0,1.0
autor:UCaT6M2zp7X6r6Whd8Vv3kHQ,autor,@alexarcos8349,1,1,0.0,0.020440868655154373,False,0,1.0
autor:UCat2qkYvqmtDNEmo2PVuhXw,autor,@DoraSalas-j5o,1,1,0.0,0.014835164835164835,False,0,1.0
autor:UCbNanjFI51cwGqMAb2rOrBw,autor,@RosaMontesdeOca777,1,1,0.0,0.014835164835164835,False,0,1.0
autor:UCbYoNG5J3Au5BqtbXogfEFw,autor,@Luis-gn3fj,1,1,0.0,0.09571196266968325,False,0,1.0
autor:UCcFIBN-rtC3d3hXeuN5TfWw,autor,@DenisRMC,1,1,0.0,0.06931217743917424,False,0,1.0
autor:UCc_F88PzGWtA1OPNUEASulA,autor,@rockyscarlet,1,1,0.0,0.06931217743917424,False,0,1.0
autor:UCcfdg8crmMJwEuLUsAhV7yg,autor,@RolandoRaguay,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCdQAuWwyC99MB7Y02Umj26Q,autor,@miguelbran1268,1,1,0.0,0.06931217743917424,False,0,1.0
autor:UCe8JZoYkX5oKUZyivHYdXhw,autor,@FernandoGarcia-jg1fj,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCeDNEtI8_a42bZ47wJiJMwQ,autor,@EdgarcalderonCalderong,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCeQk-WfEA-cJRq4EKeE7TOw,autor,@franciscojuarez9223,1,1,0.0,0.07438186813186813,False,0,1.0
autor:UCefAH1MbvADWUjE9WVcB9EQ,autor,@jabriz8152,1,1,0.0,0.06931217743917424,False,0,1.0
autor:UCf5lnNZF7Qrtli9v4N_23WQ,autor,@CarlosCortez-v5r,1,1,0.0,0.09571196266968325,False,0,1.0
autor:UCfM3nrxtTQMY5jFx1v1J4Gg,autor,@edgarroldan5539,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCfRqgt2O-vjzUDMZY_tnxQw,autor,@Williams-Garcia67E,1,1,0.0,0.06946012232164847,False,0,1.0
autor:UCfXykdbSU97rj987LDUGfvg,autor,@MariaSantos-c8y3h,1,1,0.0,0.05739341676841677,False,0,1.0
autor:UCfjhejO7LZy4doXURa7LZCQ,autor,@HonwayLee-z5g,1,1,0.0,0.05739341676841677,False,0,1.0
autor:UCfo_yUPzy1f1POwwZxhZ06Q,autor,@lara11roberto,1,1,0.0,0.07438186813186813,False,0,1.0
autor:UCg3eIfd7BrsLEqS0BLkftHA,autor,@ErmePérez-q4s,1,3,0.0,0.09571196266968325,False,0,1.0
autor:UCgGqw4aqMdMVSGkKiMgrJRQ,autor,@pattyfigueroa5609,1,1,0.0,0.07438186813186813,False,0,1.0
autor:UCgJNFj5dnxXpcMvmuhZDPxA,autor,@NataliaRodriguez-rx5mr,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCgLrWFdYitoP-b7-PxtUr-w,autor,@zetag,1,1,0.0,0.020440868655154373,False,0,1.0
autor:UCgLurCo-e019HGODcjXHWCw,autor,@perritojuega1,1,1,0.0,0.020440868655154373,False,0,1.0
autor:UCgQJgI9vu1FI2dnC9mrFthw,autor,@srms70,1,1,0.0,0.09571196266968325,False,0,1.0
autor:UCgQw_Sbq3ugruDUKsq1e0-A,autor,@marlenareano-h4t,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCgvw7xIdGFupzpt1Y_BFkEA,autor,@fredygarcia9151,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCh5ESQvtzyHDhCA7XyekCFA,autor,@andyB5280,1,3,0.0,0.12444385203706428,False,0,1.0
autor:UChT7pzGytNd92Nmvi-zuWog,autor,@sparkvalkov,1,1,0.0,0.06931217743917424,False,0,1.0
autor:UChZknRmJkeGeQk0-mQuhDOg,autor,@OdilioRodríguez-c5w,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCheEJ5GZuIvV0fj-nXyVwXw,autor,@rosaoliva9389,1,1,0.0,0.07438186813186813,False,0,1.0
autor:UChep9kVb5gQmpodEEl10Xlg,autor,@carlosaguilar-kz7ml,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UChgkn5Jt5tWKYMoEOuCjz3Q,autor,@pablochitay46,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UChs3tU2BcKOT0CezykvAsGw,autor,@byronpontaza,1,3,0.0,0.12444385203706428,False,0,1.0
autor:UChyps3dqY-VY1_wLeq-2lhw,autor,@maydamorales4395,1,1,0.0,0.07438186813186813,False,0,1.0
autor:UCi-vPdnpQreC7BkFs40mJGA,autor,@bryansicasales4280,1,1,0.0,0.020440868655154373,False,0,1.0
autor:UCi1b_TRQfgO1Z9O2gNGGWNA,autor,@davidisraelesquitsaquil,1,2,0.0,0.12444385203706428,False,0,1.0
autor:UCi2KiZq63sRq8Mfbcp-MelQ,autor,@eugeneramirez4405,1,6,0.0,0.014835164835164835,False,0,1.0
autor:UCiC-Jn7wdgyQV4_Urk0DkWQ,autor,@pedroros6358,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCiGRBf2RNF0WRKhRVT7zFoA,autor,@edwinavila4876,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCiMythXHsw7eQEMykCdmMUA,autor,@JavierBecerra-h6x,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCiOZX__1gahg1ypIj0_XG_w,autor,@mariogonzalezorellana8956,1,1,0.0,0.07438186813186813,False,0,1.0
autor:UCipetjeiWj4CZB6EbyYziZg,autor,@OseasSamayoa-ol5rz,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCj-LL25XJnjxepPKCc3NGog,autor,@anaaguirre8985,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCjJf-AJKRFFWtiN-CSwkDmA,autor,@2jose82,1,1,0.0,0.09418832795279973,False,0,1.0
autor:UCjSKM9j0Q7HLDr1hD6D-TUw,autor,@josehidalgo4875,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCjmPuazZJzscrwvk0QR9RVw,autor,@mynorrodas8591,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCk4O-J1BhoqPmig1KLGJePA,autor,@lazarobarillas3575,1,1,0.0,0.06946012232164847,False,0,1.0
autor:UCkVtmkK07b2zaVVNssX4lOg,autor,@HectorElias-u2l,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCkbsS_3D-pvg1iHOld9uvIg,autor,@gonzalo6075,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCkd9W714-947dEE6ZOEBATA,autor,@ARGELIATELON,1,2,0.0,0.12444385203706428,False,0,1.0
autor:UCkxdJ_yGN2gghOMo2ybQtXQ,autor,@11223344An,1,1,0.0,0.06931217743917424,False,0,1.0
autor:UCl0ekS9Tt0jJGtOEM18S63w,autor,@monkchapin,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCld2stqxaVSk0QdGncM224A,autor,@sarahernandez3873,1,1,0.0,0.0036630036630036626,False,0,1.0
autor:UClhMWQ7XKWywYvbRnuf8QsA,autor,@EcPerez-zz9oh,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCljDbleJul41G1TzOjOZAVA,autor,@hectorcarranza3777,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UClqA491Xa5fQcXcJJa-vTWw,autor,@AndresLemus-k2d,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UClsrFGJKWPxxw7MiaEdKLXw,autor,@ericapaz5406,1,1,0.0,0.09571196266968325,False,0,1.0
autor:UCmjppp6ujz3SAnULvP3sZMw,autor,@marcomendez7509,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCmvOgzmmXbjUthHy-WJ52hQ,autor,@mariorodas593,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCnU8wO1OurAmGstDw6VGjgQ,autor,@cmorera21,1,1,0.0,0.09418832795279973,False,0,1.0
autor:UCoGdCoJg2Lh0OX_jv6cG16g,autor,@Israel-u5i7i,1,2,0.0,0.07438186813186813,False,0,1.0
autor:UColMq7LmaoY3MT6aIDGrGvA,autor,@quijotachapina1,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCozFYHN0e_-vlQbX3wQGOug,autor,@jesusguzman2321,1,1,0.0,0.014835164835164835,False,0,1.0
autor:UCp29O_C7cchZV8IxV7Crdag,autor,@robertoescobar5507,1,2,0.0,0.07438186813186813,False,0,1.0
autor:UCp4iw5_5SmV9VGTFSNVGOmQ,autor,@CARLOSSTREMS51,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCpIdtvoFHVLGASGB5ySqIEA,autor,@VidalVillatoro-p4w,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCp_dAUfv8i3LW3zWc24dLaQ,autor,@MarioCortez-o6v,1,1,0.0,0.014835164835164835,False,0,1.0
autor:UCpe5jW3MIqkgTJ-PgkzvM6Q,autor,@carloslam5333,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCpl8rF8uv_8uui-QRvuJaRA,autor,@SergioGarcia-z9c,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCplrIQtaPj6au60_f2-mOYw,autor,@romeolopezherrarte799,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCq3mDTTRZnUybct5M9OSXbg,autor,@MacoMorales-i2i2d,1,1,0.0,0.05739341676841677,False,0,1.0
autor:UCqCrvuoJpC-aVb0f4logQRQ,autor,@Lyrics_GT,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCqilIa8r7iek5sGYg_q6ofA,autor,@rolandojuchuna484,1,1,0.0,0.020440868655154373,False,0,1.0
autor:UCql1n3Ey6ULMSOACjMe-fxQ,autor,@RolandoGonzalez-o7g,1,1,0.0,0.07438186813186813,False,0,1.0
autor:UCr1emrogPKkKTs_WTtx71xg,autor,@domingopeneleu6457,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCrJn_rbo_ENAdeqneS-RmRw,autor,@josecarrera9623,1,2,0.0,0.12444385203706428,False,0,1.0
autor:UCrqXyRsg-_hTosURZ-uvoKg,autor,@flornolberto2425,1,1,0.0,0.014835164835164835,False,0,1.0
autor:UCsGoJEvb-cFPZ2rWoJcXzEQ,autor,@sergiohinestroza9709,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCsJJAvrVGupdmhOqgtDp8dg,autor,@nestorlorenzana1168,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCsSXdJct-nsS8DsABoEsaYA,autor,@IvánPérez-j4j,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCs_5qeqdku9tGAq22y3OcuQ,autor,@alexandrevasquez4135,1,1,0.0,0.020440868655154373,False,0,1.0
autor:UCsjs5Hp_r86x1xbK6FAeqaA,autor,@alvaroesquivel563,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCtCtts20bW6F9CSohau51Iw,autor,@carlosgranados9875,1,2,0.0,0.07438186813186813,False,0,1.0
autor:UCtMBF_1O2jY2INlb_luuB_A,autor,@mynorgudiel8646,1,1,0.0,0.020440868655154373,False,0,1.0
autor:UCtNfIBnc5S5DbbQj_yxgJTw,autor,@JosueRamirez-ey3ih,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCtNyHmRZtvGF2hSvI2dUBWw,autor,@aureliomaldonado4793,1,2,0.0,0.09571196266968325,False,0,1.0
autor:UCtUR3_CAiE7fCoZHM6cMfyQ,autor,@mdelcid01,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCtiHFjFu7d5v2XxHnKFUYig,autor,@Paul-gf7ec,1,1,0.0,0.014835164835164835,False,0,1.0
autor:UCtowGNY2lnlg6O2CkwDgkLg,autor,@taniagabrielacelis8434,1,1,0.0,0.0036630036630036626,False,0,1.0
autor:UCtsxPYw8VUsH_FfnKg-0lmw,autor,@AlejandroPérez-b6r,1,1,0.0,0.07438186813186813,False,0,1.0
autor:UCu8_3-Wg-YzNyvHYQDEscfw,autor,@RolandoCastroPérez-d7y,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCuP4UK33HKtJE_S39ksmaTw,autor,@herbertaguilar1387,1,1,0.0,0.09571196266968325,False,0,1.0
autor:UCuXmOjxC-htcprLgeVXz6Tg,autor,@jorgeaguilar-bq3uj,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCueV9cTyTDwgQSec1x2dYgA,autor,@fredydomingo7062,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCujPF2nBgsTD62nWE3lcpIg,autor,@victorarturoruanobautista7588,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCusjriFsDHEc2AOjqk-p5ig,autor,@pablobarrios7931,1,1,0.0,0.09571196266968325,False,0,1.0
autor:UCut6b9S98nv84cVX89PmKzA,autor,@yeniferaguirre4498,1,2,0.0,0.12444385203706428,False,0,1.0
autor:UCvApqeCbLod-wejtT4CcVuA,autor,@davidgaher9550,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCvDwJBBY1mHK70aTEYl6rsA,autor,@cristianescobedo8296,1,1,0.0,0.07438186813186813,False,0,1.0
autor:UCvl1tzQeBeGy6efPTRJXSCw,autor,@RaulPerez-cw2vi,1,1,0.0,0.05739341676841677,False,0,1.0
autor:UCwCfs-2zbD5k0lG-UVg_JBw,autor,@JessicaHuaz-96,1,1,0.0,0.05739341676841677,False,0,1.0
autor:UCwEe1RKlEv1UpNWmWYfSh4w,autor,@marioramirez299,1,1,0.0,0.06931217743917424,False,0,1.0
autor:UCwO2SXr0ggzwg6QWWrr01nQ,autor,@ricardofigueroa5720,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCwUAv3_LpWVtTIi7lkmTL7A,autor,@kingr4706,1,1,0.0,0.020440868655154373,False,0,1.0
autor:UCwW2OFy95P7ZBkOPxWkpvYg,autor,@TeresaLucero-b5o,1,2,0.0,0.12444385203706428,False,0,1.0
autor:UCwgCc9Jd_gG-uLE_SY-FfPg,autor,@armindapenados2841,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCwha8rxULYMVtNwZWeSkE1A,autor,@mariasamo8637,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCwjUvRseNtJoItylIyIez7Q,autor,@Silviazea,1,1,0.0,0.09772392584892585,False,0,1.0
autor:UCwxoKK59nGCeBqB2sXfDBIw,autor,@vic-bonivideos,1,1,0.0,0.07438186813186813,False,0,1.0
autor:UCxKR3RA8T-kxMgq_2WWhRcQ,autor,@elenaluarca9377,1,1,0.0,0.020440868655154373,False,0,1.0
autor:UCxcoDvP-g2_KTZDmVZtvb3w,autor,@angelmartinez9523,1,1,0.0,0.06931217743917424,False,0,1.0
autor:UCxff05WuyvwELNITi7bj7UA,autor,@markoherrera,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCxhtlxPV8AYWaNNyU6S9H8Q,autor,@WilR-s8r,1,1,0.0,0.014835164835164835,False,0,1.0
autor:UCyJhqmMbsvjpoarBBStA2kg,autor,@Murmullodelbarrio,1,6,0.0,0.07438186813186813,False,0,1.0
autor:UCySYJU5kUh7X8gVt9la2ISA,autor,@dantesarti4351,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCyW68EGZey4ao_Vf2cR5Ztg,autor,@ZabalaXabier,1,1,0.0,0.06858180676015238,False,0,1.0
autor:UCyor0Mmm0ivLX2jIdyGp84Q,autor,@MiguelJordan-n3g,1,1,0.0,0.0021367521367521365,False,0,1.0
autor:UCyzf29IYjNw67gGIfsjgtxA,autor,@carlosoliva9249,1,1,0.0,0.020440868655154373,False,0,1.0
autor:UCz3gu01bmjNv0DpRq-K3XYg,autor,@eusebiovasquez4385,1,2,0.0,0.12444385203706428,False,0,1.0
autor:UCzSfZlOVxBSs5ObD25ywxDQ,autor,@GilmarMaldonado-q9m,1,1,0.0,0.12444385203706428,False,0,1.0
autor:UCzoL2l5H5eVlorWGH8AZfAg,autor,@jor77cas,1,1,0.0,0.12444385203706428,False,0,1.0
video:UhL9y3KUl8E,video,SHAI WA: la vecina queer de Casa Presidencial,1,1,0.0,0.0016025641025641025,False,0,
video:X_FAIef8qlE,video,Cruzando la ciudad a puro Transmetro,1,1,0.0,0.0016025641025641025,False,0,
video:s0eco-BofOs,video,¿Quiénes pagan más en Centroamérica?,1,1,0.0,0.0016025641025641025,False,0,
video:zweosulrwA8,video,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2,1,1,0.0,0.0016025641025641025,False,0,
video:-5puKGEqcUc,video,INSIVUMEH pronostica incremento de lluvias para el fin de semana en Guatemala,0,0,0.0,0.0,False,0,
video:-E7OPOLjMug,video,BERNARDO ARÉVALO CALIFICA CAMBIO EN EL MP COMO EL FIN DE UNA ETAPA DE DETERIORO INSTITUCIONAL,0,0,0.0,0.0,False,0,
video:-KDglrIzRKo,video,¡HISTÓRICO! Mexico recupera petróleo robado por Guatemala... 🔔,0,0,0.0,0.0,False,0,
video:-O4Pa7qS9WQ,video,"Viaje completo Ciudad de Guatemala al IRTRA de Retalhuleu, menos tráfico, Diesel a Q42.59",0,0,0.0,0.0,False,0,
video:0LTLUY7LBlA,video,"Qué debes saber ANTES de viajar a GUATEMALA | Dónde cambiar DINERO, adquirir INTERNET y TRANSPORTE",0,0,0.0,0.0,False,0,
video:0a4_g1R1-aA,video,Acciones relevantes en el #Resumen24Horas,0,0,0.0,0.0,False,0,
video:0b2vfzXdCqs,video,Cadena Nacional del presidente Bernardo Arévalo,0,0,0.0,0.0,False,0,
video:0eiVPMexNOo,video,CONRED se pronuncia tras sismos en el territorio nacional,0,0,0.0,0.0,False,0,
video:0iQD8zHxZIg,video,SE FILTRO un AUDIO de PANDILLEROS en Guatemala | DISPUTA POLITICA  Guatemala en medio de EMERGENCIA,0,0,0.0,0.0,False,0,
video:1-hr8eCOt_I,video,Este es el impacto ante el incremento del tráfico en la capital por el inicio de clases,0,0,0.0,0.0,False,0,
video:1HQLJycvzaQ,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,0,0,0.0,0.0,False,0,
video:1kSG-naIgqk,video,PRIMERA SEDE MIGRATORIA REGIONAL EN CHIQUIMULA,0,0,0.0,0.0,False,0,
video:1w9faaYjhyU,video,Fundación de la República de Guatemala 21 marzo 1847,0,0,0.0,0.0,False,0,
video:1y61Kb9uSbg,video,Departamento de Tránsito de PNC certifica a 43 PMT en Educación Vial,0,0,0.0,0.0,False,0,
video:1yHN9Ci7pXs,video,Municipalidad de Guatemala informa,0,0,0.0,0.0,False,0,
video:2iqOSL9YguA,video,Gabriel García Luna ya está en el MP para asumir como nuevo fiscal general,0,0,0.0,0.0,False,0,
video:2n31FhKmELI,video,TRÁFICO EN GUATEMALA,0,0,0.0,0.0,False,0,
video:2p23yPpu6aQ,video,#Conred,0,0,0.0,0.0,False,0,
video:3-jKER3zqcA,video,VECINO VRS AGENTES DE LA PMT EN MAZATENANGO,0,0,0.0,0.0,False,0,
video:3LAwISMokIg,video,MUNICIPALIDAD DE GUATEMALA 17/12/2025,0,0,0.0,0.0,False,0,
video:3P2OUk7aGmc,video,Presidente presenta Segundo Informe Presidencial en Sesión Solemne del Congreso de la República.,0,0,0.0,0.0,False,0,
video:3S3KygWSjAQ,video,Himno de la Policía Nacional Civil de Guatemala,0,0,0.0,0.0,False,0,
video:3bU7I_ZpXUk,video,Congreso inicia proceso para nombrar a nuevo Fiscal General en Guatemala y suceder a Consuelo Porras,0,0,0.0,0.0,False,0,
video:3onMfRym3OU,video,PRIMER PUENTE DONDE ARRIBA VA EL TRÁFICO Y ABAJO UN TREN EN GUATEMALA Y AMÉRICA LATINA.,0,0,0.0,0.0,False,0,
video:45xQLtMlPdo,video,"PRESIDENTE DE GUATEMALA, BERNARDO ARÉVALO SE REFIERE AL “DÍA INTERNACIONAL DE LA LIBERTAD DE PRENSA”",0,0,0.0,0.0,False,0,
video:4DD1nlxWk2s,video,Fuertes LLUVIAS en el JABALI; a si luce una Tarde de Tormenta 😱,0,0,0.0,0.0,False,0,
video:4FUed7cIhPU,video,El Sistema CONRED y el Gobierno de Guatemala trabajan unidos para atender emergencias.,0,0,0.0,0.0,False,0,
video:4H6w9FQAcS8,video,"Avances en temas de economía, precios de los combustibles y otros temas de interés nacional.",0,0,0.0,0.0,False,0,
video:5DRG-WGTq1k,video,El Sistema CONRED continúa activo y trabajando de manera coordinada #VolcánDeFuego.,0,0,0.0,0.0,False,0,
video:5MFnG5B7ric,video,Municipalidad de Guatemala   09/07/2025,0,0,0.0,0.0,False,0,
video:5OhxjDvuYbQ,video,"Operativos PMT ""Cero Tolerancia"" para fin de año",0,0,0.0,0.0,False,0,
video:5UNxNfcSzG4,video,Distinción del Cambio de la Rosa de la Paz a Pedro Castro López del INACOP,0,0,0.0,0.0,False,0,
video:5Y7fntl6Rc8,video,Cómo llegar a TIKAL desde Ciudad de GUATEMALA en autobús o en Avión | transporte a PETÉN,0,0,0.0,0.0,False,0,
video:5nw9G1vwnYY,video,Actriz guatemalteca caracteriza a Consuelo Porras frente al MP por salida del cargo,0,0,0.0,0.0,False,0,
video:677N9cx_kKE,video,Carlos Pineda Seguridad I - Guatemala tiene solución | Ep. 2,0,0,0.0,0.0,False,0,
video:6KlI_geqPOI,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.,0,0,0.0,0.0,False,0,
video:6Wf0ItQUaDU,video,“Queremos generar 60 mil empleos”: Victorino Carranza revela el plan y las pérdidas de la Gremipe,0,0,0.0,0.0,False,0,
video:6y3KQmmg3Oc,video,Noticiero El Informativo. Nuestra semana de resultados.,0,0,0.0,0.0,False,0,
video:6z2Psav9Onw,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,0,0,0.0,0.0,False,0,
video:74F3Mn_NWoE,video,"Acto de Graduación de los Cursos de Formación, Ascenso y Especialización Policial de la PNC.",0,0,0.0,0.0,False,0,
video:7JerBdHtkWA,video,Cambio de horarios en Municipalidad de Guatemala,0,0,0.0,0.0,False,0,
video:7hfUg8Z-W2o,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.,0,0,0.0,0.0,False,0,
video:7kuHyjwuE_o,video,Centro Municipal de Emprendimiento - Municipalidad de Guatemala,0,0,0.0,0.0,False,0,
video:7mdtGeIHQnE,video,"#LHEnContexto: Gestión de riesgos en GUATEMALA: Lo que debes saber, explicado por la CONRED",0,0,0.0,0.0,False,0,
video:8CuQ2_HTaN0,video,Conferencia de Prensa del Gobierno de Guatemala.,0,0,0.0,0.0,False,0,
video:8n6momRcC04,video,Mantenimiento constante,0,0,0.0,0.0,False,0,
video:90oVm0P4_9Q,video,"El MINGOB a través del Viceministerio de Seguridad, combate  el crimen organizado.",0,0,0.0,0.0,False,0,
video:9BIrwWQUdb8,video,"Capturan a ""guardián"" de parqueo utilizado por la mara Salvatrucha e incautan 5 vehículos robados.",0,0,0.0,0.0,False,0,
video:9Jacxvi9umU,video,Los responsables de bloquear información en Guatecompras,0,0,0.0,0.0,False,0,
video:9XFVeHiWDTo,video,En #LaRondaGT conoce las acciones que impulsamos para modernizar los puertos y aeropuertos del país.,0,0,0.0,0.0,False,0,
video:9h7d1iDFaqo,video,Vuelve el tráfico lento en la ciudad capital,0,0,0.0,0.0,False,0,
video:9wHujSu-nbQ,video,Quorum,0,0,0.0,0.0,False,0,
video:AHzfpOL5sgw,video,Sistema de gobierno de Guatemala 🇬🇹,0,0,0.0,0.0,False,0,
video:Aa7hIDCRh3g,video,Este BUS me LLEVO a UN PARAISO EN GUATEMALA,0,0,0.0,0.0,False,0,
video:AakUTlieyH0,video,Crisis de seguridad en Guatemala,0,0,0.0,0.0,False,0,
video:Ab0RrbzxyBU,video,Municipalidad de Guatemala 17/11/2025,0,0,0.0,0.0,False,0,
video:AlbPEU3rbZs,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,0,0,0.0,0.0,False,0,
video:ArljwpsURdY,video,"Entrevista especial con Claudinne Ogaldes, Secretaria Ejecutiva de la SE-CONRED",0,0,0.0,0.0,False,0,
video:B60bWqpVUIE,video,Así es el transporte público en Ciudad de Guatemala,0,0,0.0,0.0,False,0,
video:BLc_KXPng9g,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,0,0,0.0,0.0,False,0,
video:BUNeDEi0yVU,video,CIV LICITACIÓN 800 KM 110717,0,0,0.0,0.0,False,0,
video:BW41jT3t3oI,video,Provial,0,0,0.0,0.0,False,0,
video:BbAeamItalk,video,ZARAGOZA DA UN PASO HACIA EL FORTALECIMIENTO DEL DEPORTE CON NUEVA CIUDAD DEPORTIVA,0,0,0.0,0.0,False,0,
video:Bdn2nxDqQ90,video,Video Viral de PMT / GUATEMALA,0,0,0.0,0.0,False,0,
video:Bi34XvRV6AM,video,Plan de Evacuación CONRED,0,0,0.0,0.0,False,0,
video:BnZFUzpEDe4,video,Municipalidad de Guatemala se moderniza,0,0,0.0,0.0,False,0,
video:Boj5GILjbI0,video,"Spot Rendición de Cuentas, segundo cuatrimestre 2023 - 2",0,0,0.0,0.0,False,0,
video:Bp4LtQT8Hk0,video,"Ciudad de Guatemala, el mejor lugar para vivir",0,0,0.0,0.0,False,0,
video:C5hJmAhpMMQ,video,"YOUTUBE PUNTO DE ENFOQUE MARIO MEJÍA, SUBDIRECTOR DE INSIVUMEH",0,0,0.0,0.0,False,0,
video:C8wk4HWwWyM,video,Duro golpe al crimen organizado en Granja Penal de Pavón.,0,0,0.0,0.0,False,0,
